0	0.0471514
1	0.0336171
2	0.0442646
3	0.0336441
4	0.0474489
5	0.0422236
6	0.0458067
7	0.0480963
8	0.03461
9	0.0472308
10	0.0373866
11	0.037568
12	0.0474609
13	0.0383313
14	0.0485267
15	0.0389463
16	0.0398355
17	0.0407291
18	0.04
19	0.0391296
20	0.0405718
21	0.047706
22	0.0478035
23	0.0434672
24	0.0433184
25	0.036353
26	0.0363594
27	0.0649537
31	0.0515311
41	0.0419479
44	0.0424016
45	0.0377826
46	0.0377
47	0.0377231
48	0.04
49	0.04
50	0.0405609
51	0.0344376
68	0.0344283
69	0.0318903
70	0.0438651
71	0.0301424
72	0.0387923
73	0.026794
74	0.0418841
75	0.0442903
92	0.031673
93	0.0377728
94	0.0255516
95	0.0503956
96	0.0423903
97	0.0498135
98	0.0414584
99	0.0483551
102	0.0459423
112	0.0305814
116	0.0487262
117	0.0539047
118	0.0544343
119	0.0487944
120	0.0434506
121	0.0509371
122	0.0420272
123	0.0566199
124	0.049337
125	0.0521745
126	0.0274172
127	0.0493226
128	0.0483103
129	0.0435455
130	0.0457523
131	0.0381913
132	0.0473403
133	0.0796042
134	0.0570642
135	0.0818043
136	0.0465054
137	0.0444638
138	0.0469604
139	0.0504557
140	0.0366002
141	0.0441325
142	0.0455847
143	0.0506757
144	0.0514346
145	0.0458854
146	0.0446259
147	0.0457535
148	0.0532572
149	0.053399
150	0.0412267
151	0.0463681
152	0.0463317
153	0.0563873
154	0.0560897
155	0.0489847
156	0.0497759
157	0.0507835
158	0.0453141
159	0.0526225
160	0.0503982
161	0.0579836
162	0.0446961
163	0.0479475
164	0.043511
165	0.0467626
166	0.0413496
167	0.0442637
168	0.0351968
169	0.0430787
170	0.0407201
171	0.04193
172	0.0377379
173	0.0355808
174	0.0384372
175	0.0374324
177	0.0380065
179	0.0522314
181	0.0438531
183	0.0294471
184	0.0373916
185	0.0438438
186	0.0394445
187	0.0379951
188	0.0356124
189	0.0345347
190	0.0310872
191	0.0363886
192	0.03738
193	0.0344121
194	0.0334024
195	0.0447955
198	0.0391365
199	0.0271722
208	0.0341459
209	0.0379298
212	0.0300565
213	0.0397386
214	0.0333393
215	0.0393269
216	0.0313078
217	0.0292958
218	0.037615
219	0.0234628
222	0.0309646
223	0.0255098
232	0.0328702
233	0.0218158
236	0.054438
237	0.0398835
238	0.0350632
239	0.0383307
240	0.0340513
241	0.0410183
242	0.0444882
243	0.0346244
244	0.0414302
245	0.0412476
246	0.0416147
247	0.0433228
248	0.0394213
250	0.0442597
252	0.0336598
254	0.0503932
256	0.036883
257	0.0420061
258	0.0287526
259	0.0398814
260	0.0413462
261	0.0410088
262	0.0398167
263	0.0378682
264	0.0299602
265	0.0379935
266	0.0298904
267	0.0403721
268	0.0502749
269	0.041289
270	0.0390731
271	0.0500933
272	0.0380855
273	0.0449026
274	0.0422323
275	0.0375461
276	0.0434868
277	0.0280599
278	0.03946
279	0.0387114
280	0.0438291
281	0.0391318
282	0.0359184
283	0.0411807
284	0.043355
285	0.0422016
286	0.0346441
287	0.0324184
288	0.0409427
289	0.0393119
290	0.0398038
291	0.041531
292	0.039218
293	0.0282132
294	0.0358023
295	0.0392304
296	0.0394838
297	0.0335272
298	0.0461692
299	0.0373218
300	0.038478
301	0.0363177
302	0.0325966
303	0.044063
304	0.0391873
305	0.0298045
306	0.0420365
307	0.0295831
308	0.0279408
309	0.0245854
310	0.0290448
311	0.0327413
312	0.037944
313	0.0554917
314	0.0511944
315	0.0431607
316	0.0318464
317	0.0419884
318	0.0396071
319	0.0396604
321	0.0351456
323	0.0403016
325	0.039284
327	0.0370564
328	0.0330447
329	0.0251591
330	0.0341098
331	0.0293237
332	0.0312003
333	0.0238723
334	0.0357083
335	0.0332572
336	0.0550873
337	0.0402733
338	0.0516534
339	0.0512489
342	0.0499131
343	0.0333504
352	0.0498034
353	0.0448918
356	0.0441245
357	0.0414705
358	0.0468492
359	0.0390764
360	0.0549665
361	0.034077
362	0.0508691
363	0.0430544
366	0.045133
367	0.0369103
376	0.0473853
377	0.0392244
380	0.0368921
381	0.0425689
382	0.0449113
383	0.0390738
384	0.0368612
385	0.036829
386	0.0324756
387	0.0308879
388	0.0288324
389	0.0375432
390	0.0309935
391	0.0355375
392	0.0264991
394	0.0293272
396	0.0291313
398	0.0250922
400	0.0347716
401	0.0407628
402	0.0313479
403	0.0328177
404	0.0351756
405	0.035607
406	0.0315496
407	0.0355854
408	0.0380649
409	0.0337174
410	0.0364514
411	0.0319042
412	0.0412954
413	0.0525946
414	0.0331897
415	0.0267752
416	0.0423114
417	0.034375
418	0.039866
419	0.0395903
420	0.038839
421	0.0363446
422	0.0474048
423	0.0496941
424	0.0315333
425	0.042422
426	0.032227
427	0.0490498
428	0.0354899
429	0.0364776
430	0.0373363
431	0.0364972
432	0.0392944
433	0.0314299
434	0.0313518
435	0.0290601
436	0.0398121
437	0.0303338
438	0.0296837
439	0.027271
440	0.0366929
441	0.028178
442	0.0362164
443	0.0330146
444	0.0409422
445	0.0309874
446	0.0347618
447	0.0466125
448	0.04023
449	0.0344401
450	0.0276737
451	0.0361771
452	0.0314707
453	0.0405022
454	0.0369174
455	0.033378
456	0.0513882
457	0.0309812
458	0.0308519
459	0.0302498
460	0.0172722
462	0.0345302
463	0.0370242
465	0.0569201
467	0.0302466
469	0.0398102
471	0.030688
472	0.0401323
473	0.0350314
474	0.0397329
476	0.0378079
477	0.0357405
478	0.0354227
479	0.0407729
480	0.0410855
481	0.0517182
482	0.0397317
483	0.0377724
486	0.0621721
487	0.0362425
496	0.0400199
497	0.0563456
500	0.0410219
501	0.0420181
502	0.037672
503	0.0430773
504	0.029555
505	0.0382856
506	0.0428004
507	0.0293658
510	0.0377006
511	0.0521562
520	0.0435035
521	0.0378497
524	0.0476321
525	0.0322793
526	0.0409216
527	0.0539276
528	0.0306634
529	0.0351783
530	0.0351614
531	0.0303719
533	0.035881
534	0.0339369
535	0.0351632
536	0.0318938
538	0.0331874
540	0.0351655
542	0.0494141
544	0.04
545	0.0251257
547	0.0396141
548	0.0314435
549	0.0268868
550	0.0364158
551	0.0396923
552	0.0435845
553	0.038614
554	0.0360717
555	0.0322316
556	0.0394269
557	0.0250877
558	0.0359462
559	0.0301805
560	0.0274203
561	0.0393193
562	0.0363473
563	0.0356785
564	0.0302942
565	0.0388394
566	0.0324137
567	0.032129
568	0.0294762
569	0.0212633
570	0.0304557
571	0.0312026
572	0.0352528
573	0.0423084
574	0.0267571
575	0.019361
575	0.019361
